2012-12-05 19:36:23 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
2012-12-07 11:50:18 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:50:19 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:50:19 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:50:19 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:50:19 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:50:19 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:50:19 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:38 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:38 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:52 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:57 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:51:57 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:09 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:10 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:10 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:10 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:16 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:16 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:18 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:18 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:24 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:24 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:26 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:27 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:29 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:29 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:31 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:31 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:33 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:33 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:42 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:42 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:42 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 11:52:42 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
